Date,Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Clicks,Conversions,Conversion Type,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,booking_confirmed (Unique users),booking_confirmed (Event counter),booking_confirmed (Sales in INR),booking_done_10_fos (Unique users),booking_done_10_fos (Event counter),booking_done_10_fos (Sales in INR),booking_done_11_fos (Unique users),booking_done_11_fos (Event counter),booking_done_11_fos (Sales in INR),booking_done_1_fos (Unique users),booking_done_1_fos (Event counter),booking_done_1_fos (Sales in INR),booking_done_2_fos (Unique users),booking_done_2_fos (Event counter),booking_done_2_fos (Sales in INR),booking_done_3_fos (Unique users),booking_done_3_fos (Event counter),booking_done_3_fos (Sales in INR),booking_done_4_fos (Unique users),booking_done_4_fos (Event counter),booking_done_4_fos (Sales in INR),booking_done_5_fos (Unique users),booking_done_5_fos (Event counter),booking_done_5_fos (Sales in INR),booking_done_6_fos (Unique users),booking_done_6_fos (Event counter),booking_done_6_fos (Sales in INR),booking_done_7_fos (Unique users),booking_done_7_fos (Event counter),booking_done_7_fos (Sales in INR),booking_done_8_fos (Unique users),booking_done_8_fos (Event counter),booking_done_8_fos (Sales in INR),booking_done_9_fos (Unique users),booking_done_9_fos (Event counter),booking_done_9_fos (Sales in INR),button click (Unique users),button click (Event counter),button click (Sales in INR),call_now_clicked (Unique users),call_now_clicked (Event counter),call_now_clicked (Sales in INR),company name entered (Unique users),company name entered (Event counter),company name entered (Sales in INR),dg_locker_aadhaar_otp_shown (Unique users),dg_locker_aadhaar_otp_shown (Event counter),dg_locker_aadhaar_otp_shown (Sales in INR),event_overlay_permission_pop_up_continue_clicked (Unique users),event_overlay_permission_pop_up_continue_clicked (Event counter),event_overlay_permission_pop_up_continue_clicked (Sales in INR),event_overlay_permission_pop_up_dismiss_clicked (Unique users),event_overlay_permission_pop_up_dismiss_clicked (Event counter),event_overlay_permission_pop_up_dismiss_clicked (Sales in INR),event_overlay_permission_pop_up_shown (Unique users),event_overlay_permission_pop_up_shown (Event counter),event_overlay_permission_pop_up_shown (Sales in INR),first_booking_clicked (Unique users),first_booking_clicked (Event counter),first_booking_clicked (Sales in INR),first_booking_done (Unique users),first_booking_done (Event counter),first_booking_done (Sales in INR),instant_kyc_submitted_non_fos (Unique users),instant_kyc_submitted_non_fos (Event counter),instant_kyc_submitted_non_fos (Sales in INR),instant_kyc_success (Unique users),instant_kyc_success (Event counter),instant_kyc_success (Sales in INR),kyc_completed_non_fos (Unique users),kyc_completed_non_fos (Event counter),kyc_completed_non_fos (Sales in INR),load_posting_form_opened (Unique users),load_posting_form_opened (Event counter),load_posting_form_opened (Sales in INR),order_tracking_created_1_fos (Unique users),order_tracking_created_1_fos (Event counter),order_tracking_created_1_fos (Sales in INR),order_tracking_created_1_non_fos (Unique users),order_tracking_created_1_non_fos (Event counter),order_tracking_created_1_non_fos (Sales in INR),order_tracking_created_fos (Unique users),order_tracking_created_fos (Event counter),order_tracking_created_fos (Sales in INR),order_tracking_created_non_fos (Unique users),order_tracking_created_non_fos (Event counter),order_tracking_created_non_fos (Sales in INR),overlay_permission_not_given (Unique users),overlay_permission_not_given (Event counter),overlay_permission_not_given (Sales in INR),page_load (Unique users),page_load (Event counter),page_load (Sales in INR),page_seen (Unique users),page_seen (Event counter),page_seen (Sales in INR),payment_success_fos (Unique users),payment_success_fos (Event counter),payment_success_fos (Sales in INR),recharge_pack_select (Unique users),recharge_pack_select (Event counter),recharge_pack_select (Sales in INR),sales_code_started (Unique users),sales_code_started (Event counter),sales_code_started (Sales in INR),sales_code_success (Unique users),sales_code_success (Event counter),sales_code_success (Sales in INR),start_booking (Unique users),start_booking (Event counter),start_booking (Sales in INR),verify_otp_api_success (Unique users),verify_otp_api_success (Event counter),verify_otp_api_success (Sales in INR)
2025-07-25,GB,Horton Group,organic,SB_UAC_English_KYC_Completed_Firebase_May'24,79.0,10,re-attribution,0.12658227848101267,366,0,0.0,32.28,,,32.28,,1,1,3.44,1,2,0.35,0,0,0.0,0,0,0.0,2,3,2.72,1,5,6.28,1,6,2.94,2,10,8.39,1,7,8.86,1,7,8.62,0,0,0.0,2,10,6.48,1,4,6.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,5,8.28,2,8,9.92,2,6,2.55,0,0,0.0,2,3,7.24,1,0,0.0,1,5,8.68,1,6,8.82,0,0,0.0,0,0,0.0,1,10,9.68,0,0,0.0,1,7,5.2,0,0,0.0,2,9,6.27,0,0,0.0,1,9,5.61,2,4,8.07,0,0,0.0,2,6,9.89,0,0,0.0
2025-04-29,CA,,other,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,3,re-attribution,,384,3,0.75,62.04,,,15.51,,1,5,9.94,1,10,7.4,0,0,0.0,0,0,0.0,1,2,8.25,1,0,0.0,1,9,5.42,2,9,6.57,0,0,0.0,1,9,8.94,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,10,3.27,0,0,0.0,2,1,4.06,1,6,8.9,0,0,0.0,1,8,7.18,0,0,0.0,2,0,0.0,1,5,5.41,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,2,5,8.42,0,0,0.0,2,9,2.48,0,0,0.0,0,0,0.0,1,9,5.45,1,7,4.9,0,0,0.0,0,0,0.0,1,8,4.26,2,5,2.35
2025-07-23,US,,googleadwords_int,SB_UAC_English_KYC_Completed_Firebase_April'24,,7,new install,,55,2,0.25,0.57,,,0.19,,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,7,4.98,0,0,0.0,0,0,0.0,2,8,6.55,0,0,0.0,2,5,3.76,0,0,0.0,1,3,6.83,2,10,9.42,2,9,7.25,1,0,0.0,1,9,8.54,2,9,2.38,2,3,3.03,2,5,7.35,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,8,3.87,1,4,6.61,0,0,0.0,1,0,0.0,1,2,7.26,2,9,0.65,1,1,5.52,2,0,0.0,0,0,0.0,1,6,6.74,2,5,1.51,1,5,8.96
2025-05-21,US,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,,2,new install,,295,0,0.0,57.07,11.4,4.01,57.07,5.7,2,4,6.15,2,10,9.84,0,0,0.0,0,0,0.0,1,3,1.09,1,3,6.79,0,0,0.0,0,0,0.0,1,8,9.55,2,7,5.24,0,0,0.0,2,9,9.09,2,3,1.02,0,0,0.0,1,9,1.87,0,0,0.0,0,0,0.0,0,0,0.0,1,3,3.54,1,5,3.92,0,0,0.0,0,0,0.0,1,4,9.78,1,5,2.06,1,1,6.3,0,0,0.0,2,2,9.66,0,0,0.0,1,3,0.0,0,0,0.0,2,4,6.77,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,5,0.07,2,9,5.3
2025-01-30,IN,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,,9,other,,423,3,0.3,79.65,,,19.91,,2,0,0.0,2,8,6.92,2,10,1.8,1,2,5.71,2,9,0.38,1,4,2.83,2,2,1.87,0,0,0.0,2,5,6.52,0,0,0.0,0,0,0.0,2,9,4.9,2,2,9.01,0,0,0.0,1,6,8.85,2,0,0.0,2,3,7.01,0,0,0.0,2,0,0.0,0,0,0.0,1,9,2.82,1,7,3.16,0,0,0.0,0,0,0.0,1,6,9.65,1,10,2.11,2,5,0.22,0,0,0.0,0,0,0.0,0,0,0.0,1,6,4.96,0,0,0.0,2,3,2.72,0,0,0.0,1,0,0.0,1,0,0.0,1,9,7.67,0,0,0.0
2025-06-06,IN,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,289.0,4,new install,0.01384083044982699,105,1,0.2,78.54,,,39.27,,0,0,0.0,2,9,8.35,1,6,0.71,2,9,4.7,1,2,2.61,1,4,6.51,2,9,3.51,1,7,1.16,1,6,1.31,2,10,1.05,2,8,3.47,2,2,7.91,0,0,0.0,1,10,3.8,2,10,8.54,1,0,0.0,1,9,8.33,0,0,0.0,0,0,0.0,1,4,5.9,0,0,0.0,0,0,0.0,1,1,2.86,0,0,0.0,1,5,4.31,0,0,0.0,2,7,6.74,0,0,0.0,2,5,9.24,0,0,0.0,1,10,4.55,0,0,0.0,2,9,0.47,1,1,7.05,0,0,0.0,2,4,4.41,0,0,0.0,0,0,0.0
2025-02-24,CA,Cox-Dean,organic,SB_UAC_English_KYC_Completed_Firebase_April'24,,8,new install,,107,5,0.56,84.42,,,14.07,,0,0,0.0,1,0,0.0,1,4,1.69,1,5,2.26,1,0,0.0,2,7,4.08,2,2,9.72,1,1,4.96,2,1,6.9,1,10,5.88,0,0,0.0,1,10,5.57,1,10,0.34,0,0,0.0,1,4,4.55,2,9,7.03,2,8,3.44,1,5,0.66,0,0,0.0,1,8,2.23,1,5,6.27,1,6,1.01,2,5,7.08,1,9,9.58,1,3,4.22,1,5,7.07,2,4,1.93,0,0,0.0,1,2,2.52,1,0,0.0,2,10,6.73,0,0,0.0,1,0,0.0,0,0,0.0,2,2,7.15,2,6,9.16,2,4,6.31,1,1,1.05
2025-06-13,GB,Bryan-Harrison,organic,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,,1,re-attribution,,322,0,0.0,14.25,,,14.25,,1,5,1.01,0,0,0.0,0,0,0.0,1,2,1.36,1,0,0.0,0,0,0.0,1,5,3.28,2,10,7.62,0,0,0.0,2,1,2.89,0,0,0.0,2,2,3.89,1,0,0.0,1,5,7.12,2,5,1.48,0,0,0.0,0,0,0.0,2,1,6.47,2,1,8.94,0,0,0.0,1,3,6.58,2,10,9.24,0,0,0.0,0,0,0.0,0,0,0.0,2,8,6.13,0,0,0.0,2,7,5.02,1,1,0.15,1,7,2.21,1,4,5.05,1,10,8.72,0,0,0.0,1,3,7.42,1,9,6.77,2,10,4.62,0,0,0.0,2,7,6.49
2024-11-01,US,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_May'24,,6,other,,56,4,0.57,49.11,294.5,-0.83,9.82,49.08,0,0,0.0,0,0,0.0,2,5,0.58,2,5,3.79,1,7,4.98,0,0,0.0,0,0,0.0,1,10,9.13,0,0,0.0,2,9,7.57,0,0,0.0,1,7,1.3,1,9,8.54,2,6,7.98,2,3,8.78,2,2,3.77,1,8,7.69,2,6,1.06,2,0,0.0,1,1,6.51,2,10,3.42,2,10,0.38,0,0,0.0,0,0,0.0,1,10,3.4,2,0,0.0,1,9,5.92,2,1,7.86,2,8,1.28,1,3,9.38,2,5,2.93,1,2,1.12,2,8,2.46,0,0,0.0,1,0,0.0,0,0,0.0,1,2,2.86,0,0,0.0
2024-11-10,IN,,googleadwords_int,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,5,new install,,373,0,0.0,85.92,49.62,0.73,85.92,9.92,0,0,0.0,1,8,0.79,0,0,0.0,2,2,4.89,1,8,7.05,2,9,1.27,1,7,4.12,2,3,1.16,1,5,8.93,0,0,0.0,0,0,0.0,2,4,5.01,0,0,0.0,1,7,1.8,2,10,6.64,0,0,0.0,1,5,3.8,1,9,9.05,0,0,0.0,2,1,4.71,1,3,2.21,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,2,2,1.08,2,6,1.76,0,0,0.0,2,2,5.78,2,1,2.72,0,0,0.0,2,3,6.16,0,0,0.0,2,9,2.37,1,10,2.99,1,1,4.79,1,4,9.97
2025-07-17,IN,Fernandez-Whitehead,googleadwords_int,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,,6,other,,212,4,0.57,68.28,,,13.66,,1,7,8.37,2,0,0.0,2,3,6.56,2,9,1.14,1,8,1.88,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,2,0.59,1,1,8.08,1,10,3.1,0,0,0.0,0,0,0.0,1,6,2.79,1,8,3.24,0,0,0.0,2,8,2.78,1,8,1.89,0,0,0.0,0,0,0.0,1,4,8.59,1,9,6.33,2,4,3.63,2,7,7.39,2,10,7.68,1,7,7.29,2,1,3.64,2,7,0.31,0,0,0.0,2,0,0.0,2,7,5.03,1,1,3.48,0,0,0.0,2,3,8.1,2,10,1.61,0,0,0.0,0,0,0.0
2024-10-29,IN,Fischer-Holmes,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,95.0,7,re-attribution,0.07368421052631578,204,3,0.38,66.96,92.99,-0.28,16.74,13.28,2,6,4.87,2,7,5.67,0,0,0.0,1,6,2.65,2,0,0.0,1,3,0.55,1,0,0.0,1,7,2.74,2,7,1.98,0,0,0.0,1,5,7.06,1,3,0.14,1,4,3.68,2,6,8.57,1,7,1.64,2,1,7.26,2,9,7.19,1,1,0.01,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,2,3,2.83,2,8,9.76,1,0,0.0,2,10,4.93,1,3,0.73,1,4,5.88,0,0,0.0,1,3,8.58,1,3,0.39,1,6,0.78,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,10,3.94
2024-12-05,GB,Adkins Inc,other,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,197.0,9,other,0.04568527918781726,135,0,0.0,42.06,,,42.06,,1,6,1.93,0,0,0.0,1,1,6.95,2,2,8.2,2,0,0.0,0,0,0.0,1,10,6.47,1,1,6.78,1,5,9.37,2,2,8.52,2,10,9.75,2,4,3.08,2,5,5.55,0,0,0.0,1,5,4.53,1,10,6.24,0,0,0.0,1,7,0.52,1,3,1.4,0,0,0.0,1,8,6.8,0,0,0.0,0,0,0.0,2,0,0.0,2,3,7.7,1,2,8.46,2,3,2.19,0,0,0.0,1,6,2.88,0,0,0.0,2,10,2.23,1,6,9.99,0,0,0.0,2,10,9.78,2,5,5.42,2,3,1.16,0,0,0.0,1,4,7.65
2024-12-24,CA,Vazquez-Turner,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,798.0,1,re-attribution,0.0012531328320802004,500,4,2.0,89.68,184.91,-0.52,17.94,184.91,2,1,7.63,0,0,0.0,2,9,6.69,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,6,1.58,2,5,3.34,2,7,4.05,1,1,6.65,1,2,3.44,1,0,0.0,1,9,9.78,0,0,0.0,2,0,0.0,1,5,2.05,0,0,0.0,1,5,7.07,0,0,0.0,0,0,0.0,2,5,7.21,1,5,6.03,0,0,0.0,2,10,4.66,0,0,0.0,1,8,7.68,1,7,2.75,2,9,7.52,2,1,6.46,2,1,0.95,2,2,5.25,2,7,7.68,1,1,2.42,2,5,1.85,1,8,7.58,0,0,0.0
2024-11-07,IN,Jones-Swanson,other,SB_UAC_English_KYC_Completed_Firebase_May'24,848.0,10,re-attribution,0.01179245283018868,124,1,0.09,23.28,269.63,-0.91,11.64,26.96,0,0,0.0,1,6,1.88,0,0,0.0,2,8,9.48,2,1,3.85,2,4,2.17,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,7,3.7,1,0,0.0,0,0,0.0,2,5,4.41,1,9,6.36,0,0,0.0,0,0,0.0,1,3,5.12,0,0,0.0,0,0,0.0,2,9,1.77,1,2,3.19,2,2,0.63,2,4,7.3,2,8,3.05,1,3,3.39,0,0,0.0,2,4,4.84,1,1,3.08,0,0,0.0,2,1,3.32,0,0,0.0,0,0,0.0,2,2,0.13,1,1,2.67,0,0,0.0,1,2,1.93,1,8,9.06
2025-05-14,IN,,organic,SB_UAC_English_KYC_NonFos_Firebase_April'24,,0,re-attribution,,306,3,3.0,10.33,,,2.58,,2,3,9.78,2,9,4.01,2,4,7.74,2,8,4.27,2,0,0.0,0,0,0.0,2,5,0.9,2,0,0.0,0,0,0.0,1,5,4.19,1,10,1.09,2,8,6.79,0,0,0.0,0,0,0.0,1,1,7.9,1,9,7.39,2,9,5.74,1,5,7.57,0,0,0.0,1,1,5.92,0,0,0.0,0,0,0.0,1,7,3.59,0,0,0.0,1,0,0.0,2,10,4.28,2,6,0.9,0,0,0.0,2,6,1.95,1,5,3.79,1,9,7.69,0,0,0.0,0,0,0.0,1,10,3.55,1,5,9.09,1,0,0.0,1,6,5.02,1,8,8.55
2025-07-21,CA,,organic,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,509.0,7,other,0.0137524557956778,223,1,0.12,48.96,393.75,-0.88,24.48,56.25,1,6,1.85,0,0,0.0,2,4,6.53,1,4,5.46,0,0,0.0,0,0,0.0,0,0,0.0,1,10,1.93,1,2,8.04,1,0,0.0,2,4,1.79,2,4,4.2,2,10,4.73,0,0,0.0,2,4,9.89,1,6,2.27,0,0,0.0,0,0,0.0,0,0,0.0,2,3,6.13,2,1,0.06,2,9,8.38,0,0,0.0,1,0,0.0,0,0,0.0,1,10,1.15,1,7,4.7,0,0,0.0,2,10,0.75,1,6,3.6,2,5,4.4,2,7,5.74,1,7,9.93,0,0,0.0,0,0,0.0,2,8,2.19,1,4,5.89,0,0,0.0
2025-06-06,CA,,other,SB_UAC_English_KYC_NonFos_Firebase_May'24,375.0,8,new install,0.021333333333333333,202,1,0.11,75.88,,,37.94,,2,9,2.74,1,3,6.98,2,3,5.12,0,0,0.0,2,0,0.0,2,7,9.78,1,8,6.76,1,4,9.45,1,7,3.83,2,4,1.39,0,0,0.0,2,0,0.0,1,1,6.56,0,0,0.0,2,5,9.02,1,8,2.3,2,7,1.77,1,5,2.24,0,0,0.0,2,5,6.49,2,9,2.82,0,0,0.0,1,6,2.91,2,10,1.95,2,5,7.35,0,0,0.0,0,0,0.0,2,2,4.92,2,9,2.3,2,2,8.27,1,4,0.62,2,9,8.43,2,2,2.17,1,7,0.75,2,2,1.7,0,0,0.0,0,0,0.0,0,0,0.0
2025-04-01,GB,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,62.0,4,other,0.06451612903225806,250,3,0.6,10.57,,,2.64,,0,0,0.0,1,10,4.5,2,1,3.6,0,0,0.0,1,7,0.39,1,5,8.35,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,2,5,0.69,2,4,2.13,0,0,0.0,2,2,6.77,1,7,4.59,0,0,0.0,1,6,0.08,2,10,1.09,0,0,0.0,0,0,0.0,2,9,8.2,2,1,4.47,0,0,0.0,1,6,1.39,1,4,0.15,1,4,9.74,0,0,0.0,0,0,0.0,1,2,6.12,0,0,0.0,0,0,0.0,2,1,1.76,2,1,6.84,2,1,2.76,2,10,6.77,1,9,8.31,0,0,0.0,0,0,0.0
2025-08-05,GB,,facebook,SB_UAC_English_KYC_Completed_Firebase_Nov'22,510.0,7,re-attribution,0.013725490196078431,71,3,0.38,90.0,,,22.5,,2,7,5.9,0,0,0.0,1,0,0.0,1,8,7.62,2,6,0.02,2,3,6.75,0,0,0.0,2,4,5.92,0,0,0.0,1,9,6.23,0,0,0.0,0,0,0.0,0,0,0.0,2,8,3.06,0,0,0.0,1,5,4.43,2,8,5.22,1,6,0.38,1,2,8.64,1,7,1.73,1,2,8.47,1,1,0.87,0,0,0.0,0,0,0.0,1,2,7.6,0,0,0.0,1,9,7.01,1,1,5.02,0,0,0.0,0,0,0.0,2,10,8.36,0,0,0.0,1,9,3.55,2,1,7.84,1,3,3.66,1,1,2.45,0,0,0.0,1,6,8.14
2025-02-07,GB,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,,0,re-attribution,,477,2,2.0,43.99,,,14.66,,2,10,7.13,2,2,2.28,0,0,0.0,1,4,6.75,1,8,7.53,0,0,0.0,0,0,0.0,2,7,8.58,1,5,7.62,1,3,9.99,0,0,0.0,2,10,2.39,0,0,0.0,1,2,1.91,1,10,7.11,2,8,6.84,1,7,3.73,2,8,2.66,0,0,0.0,0,0,0.0,1,7,8.32,1,10,1.48,2,6,3.41,0,0,0.0,1,5,4.71,0,0,0.0,2,7,8.89,0,0,0.0,1,0,0.0,0,0,0.0,1,6,4.3,2,5,3.51,0,0,0.0,0,0,0.0,1,2,0.07,1,2,0.04,0,0,0.0,0,0,0.0
2025-01-13,GB,,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,314.0,0,other,0.0,63,3,3.0,63.17,,,15.79,,2,5,5.16,0,0,0.0,1,0,0.0,0,0,0.0,1,5,6.2,1,10,1.9,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2.78,2,2,3.81,0,0,0.0,0,0,0.0,0,0,0.0,2,7,3.41,0,0,0.0,1,9,3.38,0,0,0.0,2,8,8.6,0,0,0.0,1,2,5.87,0,0,0.0,0,0,0.0,2,5,2.76,0,0,0.0,0,0,0.0,2,5,3.13,0,0,0.0,2,5,6.67,0,0,0.0,2,0,0.0,2,10,4.83,1,4,1.93,2,3,0.95,0,0,0.0,1,9,3.56,2,1,2.73,0,0,0.0
2025-08-15,CA,,other,SB_UAC_English_KYC_NonFos_Firebase_April'24,,2,other,,245,0,0.0,15.4,,,15.4,,1,0,0.0,1,1,0.08,2,1,4.98,2,0,0.0,0,0,0.0,2,1,8.83,2,9,5.93,0,0,0.0,0,0,0.0,2,4,7.06,2,6,5.25,1,6,6.97,1,0,0.0,1,2,8.72,0,0,0.0,2,0,0.0,2,6,6.34,0,0,0.0,2,9,4.49,1,9,9.8,0,0,0.0,0,0,0.0,1,3,2.89,2,3,2.25,1,2,7.11,2,1,3.11,0,0,0.0,0,0,0.0,2,2,6.08,1,6,9.48,2,1,1.42,2,8,2.59,2,3,4.72,1,3,7.4,2,10,7.41,1,4,4.24,0,0,0.0,0,0,0.0
2025-06-05,IN,Barrett-Myers,organic,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,,8,other,,421,0,0.0,77.65,,,77.65,,1,5,2.76,1,7,9.08,2,2,5.22,1,5,3.04,0,0,0.0,1,9,9.82,1,1,1.71,1,10,6.12,2,9,1.8,1,7,5.36,1,3,5.74,1,4,1.19,2,3,5.05,2,1,8.73,2,0,0.0,2,10,5.9,0,0,0.0,1,1,0.64,2,7,6.82,0,0,0.0,1,10,7.67,1,7,1.54,1,7,3.4,1,6,2.36,0,0,0.0,1,8,1.32,0,0,0.0,0,0,0.0,1,7,9.32,0,0,0.0,2,9,1.23,0,0,0.0,1,5,7.81,2,5,8.06,2,7,8.41,0,0,0.0,1,5,9.41,1,8,0.02
2024-11-13,CA,,googleadwords_int,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,6,other,,458,5,0.71,14.86,,,2.48,,2,10,2.72,1,7,5.98,0,0,0.0,0,0,0.0,2,7,2.62,1,7,4.99,1,10,8.92,1,0,0.0,0,0,0.0,1,5,0.1,1,0,0.0,2,2,0.57,1,8,7.17,0,0,0.0,2,9,6.04,0,0,0.0,2,6,2.08,2,0,0.0,2,8,6.09,0,0,0.0,2,1,9.89,1,7,6.12,1,10,3.57,1,4,8.36,2,2,9.6,2,9,4.44,2,0,0.0,2,1,9.78,1,4,3.31,0,0,0.0,2,10,7.31,1,3,8.16,0,0,0.0,0,0,0.0,1,1,3.12,2,5,6.24,0,0,0.0,0,0,0.0
2025-05-23,IN,,organic,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,241.0,7,re-attribution,0.029045643153526972,427,2,0.25,80.02,,,26.67,,1,2,6.47,2,5,1.39,1,6,1.63,0,0,0.0,2,7,8.78,2,0,0.0,0,0,0.0,1,3,5.0,2,10,5.31,1,3,6.02,0,0,0.0,2,4,6.6,1,2,0.65,2,7,7.93,0,0,0.0,2,4,5.22,2,8,5.87,0,0,0.0,0,0,0.0,2,7,5.8,2,0,0.0,2,8,2.58,1,9,1.0,1,7,2.25,0,0,0.0,0,0,0.0,2,3,8.95,0,0,0.0,0,0,0.0,0,0,0.0,1,8,4.14,1,0,0.0,0,0,0.0,2,0,0.0,1,1,5.06,0,0,0.0,1,2,4.77,2,7,5.94
2024-11-11,US,,organic,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,9,re-attribution,,317,4,0.4,36.97,,,7.39,,1,2,9.7,0,0,0.0,0,0,0.0,0,0,0.0,2,10,8.98,2,3,0.14,1,8,6.96,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,9,1.85,0,0,0.0,1,0,0.0,1,9,6.12,2,1,3.99,0,0,0.0,1,6,5.5,2,9,6.34,2,0,0.0,1,0,0.0,2,7,5.4,2,5,5.45,1,0,0.0,0,0,0.0,2,1,1.68,1,8,9.87,1,1,2.99,0,0,0.0,1,4,0.86,0,0,0.0,1,9,6.39,2,4,6.17,0,0,0.0,0,0,0.0,1,9,0.06,0,0,0.0
2024-12-10,GB,,organic,SB_UAC_English_KYC_Completed_Firebase_May'24,,2,other,,445,3,1.0,97.09,149.28,-0.35,24.27,74.64,1,4,9.08,1,2,6.71,2,1,9.24,2,10,8.24,1,2,4.42,1,8,2.61,0,0,0.0,0,0,0.0,2,6,6.11,0,0,0.0,2,2,1.9,2,5,4.15,0,0,0.0,1,0,0.0,0,0,0.0,1,8,6.93,0,0,0.0,0,0,0.0,0,0,0.0,1,4,2.9,1,2,1.29,2,0,0.0,1,1,0.62,1,2,3.7,0,0,0.0,2,2,3.45,2,0,0.0,0,0,0.0,1,5,9.73,2,6,6.81,2,9,7.31,2,7,3.3,1,4,4.73,2,0,0.0,2,4,9.89,2,2,9.32,0,0,0.0,1,7,0.62
2025-01-19,CA,,organic,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,580.0,8,new install,0.013793103448275862,188,2,0.22,99.29,,,33.1,,0,0,0.0,1,8,2.75,2,3,7.33,0,0,0.0,1,7,0.67,0,0,0.0,0,0,0.0,1,8,7.26,2,10,9.2,1,8,2.48,1,2,1.26,1,2,5.21,1,2,0.12,2,1,9.82,0,0,0.0,2,2,1.49,0,0,0.0,2,2,9.19,0,0,0.0,2,6,0.1,2,1,3.38,0,0,0.0,0,0,0.0,2,5,3.27,0,0,0.0,1,1,0.12,1,8,0.33,2,7,2.02,1,5,5.78,0,0,0.0,0,0,0.0,1,0,0.0,1,2,7.72,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0
2025-03-24,GB,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,,4,other,,427,0,0.0,19.08,28.66,-0.33,19.08,7.17,2,7,9.14,1,6,8.52,1,3,2.61,1,5,2.1,0,0,0.0,1,3,1.4,1,9,6.79,1,10,1.15,1,8,9.45,1,5,7.96,2,9,4.75,0,0,0.0,1,6,7.72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,4,6.89,1,10,0.01,0,0,0.0,2,10,6.41,0,0,0.0,1,1,1.61,2,9,3.18,2,9,9.28,2,6,7.2,0,0,0.0,1,0,0.0,0,0,0.0,1,8,0.82,2,3,0.8,1,5,7.15,0,0,0.0,1,5,6.72,0,0,0.0,0,0,0.0,0,0,0.0
2025-06-16,CA,,googleadwords_int,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,744.0,0,re-attribution,0.0,374,0,0.0,29.42,,,29.42,,1,7,1.86,2,7,2.39,2,7,0.61,0,0,0.0,2,7,2.96,1,4,2.7,0,0,0.0,0,0,0.0,2,2,3.83,0,0,0.0,0,0,0.0,1,6,0.09,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,2,10,5.13,1,4,9.28,2,7,3.51,2,9,6.85,0,0,0.0,2,8,8.68,0,0,0.0,1,4,4.43,0,0,0.0,2,6,0.31,2,10,1.21,0,0,0.0,2,1,8.98,1,7,6.98,2,7,8.97,1,10,8.45,1,2,6.47,1,7,5.51,2,1,0.24,2,10,9.07,2,9,0.78,0,0,0.0
